time,sender_id,telephone_number_type,original_network_name,original_network_country,text,translation,language,url_shortener,named_entity,scam_type,lure_principles
Oct 1 15:40,phone number,MOBILE,U Mobile,MYS,"(Shopee) <NAMED_ENTITY> telah ditandatan-gani, <NAMED_ENTITY> pelanggan untuk menerima ketuhar percuma, WhatsApp:<URL>","(Shopee) Your order on Shopee has been marked, contact customer service to receive free changes, WhatsApp:<URL>",Malay,cutt.ly,shopee,delivery,"authority,distraction,time/urgency"
"Tuesday, 8 March 2022 7:55 am",,,,,"Out for Delivery:SPYKER Men Blue Super ... with tracking ID MYNC0034105955, will be delivered <DATE_TIME> by an EKART Service Partner (call <PHONE_NUMBER>, PIN 171). Please pay Rs.1374.0 by cash..",,English,,ekart,delivery,"authority,time/urgency"
"Aug 15, 9:20 PM",,,,,"Your 17"" Laptop Bac.. order <NAMED_ENTITY> is Cancelled per request. Raise issue at <URL> -Shadowfax",,English,,Jio,delivery,"distraction,time/urgency"
09:47,phone number,MOBILE,KPN Mobile The Netherlands B.V.,NLD,Je pakket is klaar - plan de bezorging <URL>,Your package is ready - schedule the delivery <URL>,Dutch,,,delivery,time/urgency
Mon 11:04,,,,,"Hi <NAMED_ENTITY>!
Your mobile number <US_BANK_NUMBER> has a parcel waiting, containing (1) iPhone 13 Pro 256GB.
Arrange the delivery of your parcel below, to receive it.
Where do you want your parcel delivered?",,English,,,delivery,"distraction,need and greed,time/urgency"
Aujourd'hui 11:52,phone number,MOBILE,Lleida.net,GBR,"<NAMED_ENTITY> sous <NAMED_ENTITY> (5,95 €) en cliquant sur le lien suivant :",Your package will be delivered to you shortly. please confirm the unpaid amount of (€ 5.95) by clicking on the following link:,French,,,delivery,"distraction,need and greed,time/urgency"
"Tuesday, Feb 15 • 9:28 AM",,,,,"Hi, your shipment FZ LLC is out for delivery! Download our App and enjoy our latest features!",,English,,fz llc,delivery,"authority,distraction"
17:44,phone number,MOBILE,Movistar,ESP,"[CORREOS]: Su paquete no se puede entregar, no se han cobrado <LOCATION> (1,79€). Puede pagar en este enlace: <URL>","[CORREOS]: Your package cannot be delivered, customs fees (1.79€) have not been charged. You can pay on this link: <URL>",Spanish,,Correos,delivery,"authority,distraction,time/urgency"
18:09,phone number,MOBILE,Vodafone,ESP,"CORREOS,
Hola, tu envio PK*******4E. Será entregado el <DATE_TIME> en el domicilio indicado. Pincha aquí para cumplir el pago (1,79€) de la entrega: <URL>
Gracias por confiar en Correos.","POST OFFICE, 
Hello, your shipment PK*******4E. Will be delivered on <DATE_TIME> at the address indicated. Click here to make the delivery payment (€ 1.79): <URL> 
Thank you for trusting in Post Office.",Spanish,cutt.ly,Correos,delivery,"authority,time/urgency"
Today 2:24 pm,,,,,"We attempted to deliver your parcel however nobody was available to receive it. To schedule your redelivery now, go to: <URL>",,English,,auspost,delivery,"authority,distraction,time/urgency"
Sun 17:09,phone number,BAD_FORMAT,,,"[DIE POST] Guten Tag, <NAMED_ENTITY> DE904951986 steht noch aus. <NAMED_ENTITY> die <NAMED_ENTITY> der <NAMED_ENTITY> unter :","[THE POST] Good day, your package number DE904951986 is still pending. Please confirm the payment of the shipping costs under:",German,t.co,die post,delivery,"authority,time/urgency"
"hoy, 22:41",,,,,CORREOS: Su paquete no se ha podido <NAMED_ENTITY> no se han pagado <LOCATION> (2 ?). Puede pagar en el siguiente enlace:,CORREOS: Your package could not be delivered because customs duties (2 ?) have not been paid. You can pay at the following link:,Spanish,bit.do,Correos,delivery,"need and greed,time/urgency"
"2 de noviembre de 2022, 18:21",phone number,MOBILE,Vodafone,ESP,"[CORREOS]: Estimado cliente
Su paquete esta listo para la entrega
Confirme el pago de aduanas de (1,79€)
en el siguiente enlace:","[MAIL]: Dear customer
Your package is ready for delivery
Confirm the customs payment of (1.79€)
on the following link:",Spanish,,mail,delivery,"authority,time/urgency"
,,,,,"<NAMED_ENTITY>! Itella kurjers! <NAMED_ENTITY> no 11:30 līdz <DATE_TIME> aptuveni plānojas piegāde! Ja busiet uz vietas nosūtiet ""Ok"", <NAMED_ENTITY> saņemt <NAMED_ENTITY>, <NAMED_ENTITY>, <NAMED_ENTITY> tad <LOCATION> burtu ""P"", paldies!
<NAMED_ENTITY> tieši jūsu <NAMED_ENTITY> atstāt pakomātā <NAMED_ENTITY> sistēma nav jūsu tel nūnura, tikai piegāde! Varam tad parnest uz <NAMED_ENTITY> ka?","Good day! Itella courier! <DATE_TIME>, approximately from <DATE_TIME>, a delivery is planned! If you will be at the place send an ""OK"", if you want to receive the shipment <DATE_TIME>, send the date, if you want to leave the package at the nearest parcel machine then send the letter ""P"", thank you!
Unfortunately I can't leave your package at the parcel machine because our system does not have your telephone number, only delivery! Can we then moves upto <DATE_TIME> or what?",Latvian,,itella courier service,delivery,"distraction,time/urgency"
,,,,,Shipping Company: You have to pay KD 4 fees before <DATE_TIME> for your parcel to be shipped via the link.,,English,,shipping company,delivery,"authority,time/urgency"
"domingo, 12 de diciembre de 2021 14:24",phone number,MOBILE,Telekom,DEU,"<NAMED_ENTITY>, su paquete esta a punto de ser entregado, siga su pedido en directo: <URL>","Arriving <DATE_TIME>, your package is about to be delivered, follow your order live at: <URL>",Spanish,,,delivery,time/urgency
,,,,,"Estimado cliente se va a efectuar un cargo de 207,07€ de AMAZON para fraccionar o anular recibos","Dear customer, a charge of 207.07 euros from AMAZON is going to be made to split or cancel receipts",Spanish,,Amazon,delivery,"authority,time/urgency"
"Today, 1:32 PM",,,,,"Pickup Failed: Unfortunately, we were unable to pick up your Nike Sports Shoes on <DATE_TIME>. We apologize for the delay as we are facing some operational constraints. We'll come again & pick it up. Click to give feedback: <URL> - Team Myntra.",,English,,myntra,delivery,"authority,distraction,time/urgency"
"hoy, 4:21",,,,,"CORREOS EXPRESS, su paquete no se ha podido <NAMED_ENTITY> no se han pagado <LOCATION> (1,99€) puede pagar el siguiente enlace: <URL>","CORREOS EXPRESS, your package could not be delivered because customs fees have not been paid (1.99€) you can pay the following link: <URL>",Spanish,,Correos,delivery,"authority,time/urgency"
"Monday, May 23, 2022 18:17",,,,,"This is a reminder that your package will be delivered only when we receive the 2,57 custom service fees. You can pay here now :",,English,,,delivery,"need and greed,time/urgency"
"Monday, 7 March 2022",,,,,AusPost: Our delivery attempt failed <DATE_TIME>. Reschedule now:,,English,,auspost,delivery,"authority,time/urgency"
Yesterday 21:45,phone number,BAD_FORMAT,,,AN POST: Your package has a €1.90 unpaid fee. To pay this visit <URL> . If this is not paid the package will be returned.,,English,,an post,delivery,"authority,distraction,time/urgency"
16:54,phone number,BAD_FORMAT,,,[アマゾン] プライム会費のお支払い方法に問題があります：,[Amazon] There is a problem with the payment method for prime fees:,Japanese,,Amazon,delivery,"authority,time/urgency"
11:16,phone number,MOBILE,O2,DEU,<NAMED_ENTITY> hat / <NAMED_ENTITY>. '<NAMED_ENTITY> bestätigen: <URL>,Your package has / delay. '6t1'-<US_DRIVER_LICENSE>- Now confirm delivery: <URL>,German,,,delivery,"authority,time/urgency"
,,,,,DHL: Su paquete ha <NAMED_ENTITY> pagar $ 4.65 adicionales por la devolución de su paquete,DHL: Your package has been returned to the sender. You must pay an additional $4.65 for the return of your package.,Spanish,cutt.ly,DHL,delivery,"authority,time/urgency"
"09:54, 10:42, 13:13",phone number,BAD_FORMAT,,,"HomeTown order <PHONE_NUMBER> of GLEAM STUDY TABLE+1 article items is out for delivery. Delivery associate <NAMED_ENTITY> , <PHONE_NUMBER> | We follow all safety guidelines. Your Safety is Our Priority.

HomeTown order <PHONE_NUMBER> of GLEAM STUDY TABLE items is delivered successfully. Assembly (if applicable) within <DATE_TIME>.

Assembly for GLEAM STUDY TABLE items with order no. <PHONE_NUMBER>, is planned on {reschedule_date}. Pl Ignore if already done.| We follow all safety guidelines. Your Safety is Our Priority. - HOMETOWN",,English,,hometown,delivery,"authority,time/urgency"
3:30 pm,,,,,Thank you for shipping with Blue Dart. Congratulations! You are now eligible to redeem an assured <NAMED_ENTITY> of your choice. Click on the link to claim your gift <URL> ONLY shipping charges apply*,,English,bit.ly,blue dart,delivery,"authority,need and greed,time/urgency"
23/06/2022 19:08,,,,,PASO 1 : NOS GUSTARÍA INFORMARLE DE QUE SU PAQUETE HA SIDO BLOQUEADO DEBIDO <NAMED_ENTITY>. PAGAR Y RECIBIR SU ENVÍO,STEP 1: WE WOULD LIKE TO INFORM YOU THAT YOUR PACKAGE HAS BEEN BLOCKED DUE TO NON-PAYMENT OF ADDITIONAL STAMPS. PAY AND RECEIVE YOUR SHIPMENT,Spanish,,,delivery,"distraction,time/urgency"
"hoy, 14:22",phone number,MOBILE,Vodafone,ESP,"[ Equipo CORREOS ] Has recibido un paquete pero no hemos podido <NAMED_ENTITY> porque no pagaste los gastos de aduana (2,64€), paga <NAMED_ENTITY> enlace :","[ CORREOS Team ] You have received a package but we could not deliver it because you did not pay the customs fees (2,64€), pay your customs taxes at the following link :",Spanish,tinyurl.com,Correos,delivery,"authority,distraction,time/urgency"
Today 11:49,phone number,MOBILE,Verizon Wireless,USA,"Shipment Tracking: Hi, your parcel with tracking number P3W4WB4B is waiting for you to check the shipping address: <URL>",,English,,,delivery,"distraction,time/urgency"
Aujourd'hui 11:54,phone number,MOBILE,Bouygues,FRA,<NAMED_ENTITY> a été envoyé. Veuillez le vérifier et le recevoir.,Your package has been sent. Please verify and receive it.,French,,,delivery,"authority,time/urgency"
,,,,,"SERVICIO CORREOS
Estimado cliente:
Su paquete esta listo para la entrega confirme el pago de aduanas de (1,79€) en el siguiente enlace: [URL maliciosa]","CORREOS SERVICE
Dear customer:
Your package is ready for delivery confirm the customs payment of (1.79€) at the following link: [malicious URL]",Spanish,,Correos,delivery,"authority,time/urgency"
27/05/2022 21:19,phone number,BAD_FORMAT,,,"Evri: Our driver <NAMED_ENTITY> attempted to deliver your package <DATE_TIME>, but was unsuccessful. To arrange a redelivery, please visit: <URL>",,English,,evri,delivery,"authority,time/urgency"
"Sonntag, 22. Mai 2022 14:10",phone number,MOBILE,O2,DEU,"<NAMED_ENTITY> wurde versandt, bitte überprüfen <LOCATION>. <URL>","Your delivery has been sent, please check. <URL>",German,,,delivery,time/urgency
1 min,phone number,BAD_FORMAT,,,Uw pakket wacht op u <URL>,Your package is waiting for you <URL>,Dutch,,,delivery,"distraction,time/urgency"
Yesterday • 14:39,,,,,"Flipkart Return Request Call Rescheduled: Sorry, your conversation with our executive to resolve the issue with order OD126330883348201000 was not complete. We will make a final attempt to reach you on <DATE_TIME>. Please note, if we are unable to reach you, the return request may not be fulfilled. Change slot here: <URL>",,English,,flipkart,delivery,"authority,time/urgency"
"jue, 18 ago, 17:14",phone number,MOBILE,Vodafone,ESP,"[CORREOS]: Estimado cliente
Su paquete esta listo para la entrega,
Confirme
el pago de aduanas de (1,79 €)
en el siguiente enlace:","[MAIL]: Dear customer
Your package is ready for delivery,
Confirm
the customs payment of (1.79 €)
on the following link:",Spanish,,Correos,delivery,"authority,time/urgency"
22:01,phone number,BAD_FORMAT,,,"SERVICIO CORREOS,
Su paquete no se ha podido <NAMED_ENTITY> no se han pagado <LOCATION> (1,79€) puede pagar en el siguiente enlace: <URL>","POST SERVICE,
Your package could not be delivered because customs fees (1.79€) have not been paid. You can pay at the following link: <URL>",Spanish,,post service,delivery,"authority,time/urgency"
Today 19:07,phone number,MOBILE,Vodafone,ESP,"[CORREOS]:Estimado cliente,
Su paquete esta listo para la entrega
confirme
el pago de aduanas de(1,79 €)
en el siguiente enlace:https://","[POST]: Dear customer, 
 Your package is ready for delivery 
 confirm 
 the payment of customs of (1.79 €) 
 at the following link: https://",Spanish,,Correos,delivery,"authority,distraction,time/urgency"
Today 14:21,,,,,"CanadaPost: We tried delivering your parcel, but you weren't in or there was no safe place to leave it. A reschedule is required:",,English,,canadapost,delivery,"authority,distraction,time/urgency"
Dnes 13:01,,,,,Posta: Vas balik byl na vasi mistni <LOCATION> nezaplatene mu poplatku. <NAMED_ENTITY> prosim sve udaje:,Post: Your package has been at your local branch due to unpaid fee. Please fill in your details:,Czech,,post office,delivery,"authority,time/urgency"
7/3/2022 8:38 PM,,,,,Pickup Completed : Pigeon Favourite IC 18... with tracking ID FMPR03038800900 from <URL> was picked up by an EKART wishmaster <DATE_TIME>. Click to give feedback:,,English,,flipkart.com,delivery,"authority,distraction"
"viernes, 19:49",phone number,MOBILE,Vodafone,ESP,Correos : Estimado cliente: Su paquete esta listo para la entrega confirme el pago de aduanas (1.79 € ) en el siguiente enlace : <NAMED_ENTITY>,<NAMED_ENTITY>: Dear client: Your package is ready for delivery confirm the payment of customs (1.79 Euros) at the following link: <URL>,Spanish,,Correos,delivery,"authority,need and greed,time/urgency"
"Wednesday, 18 May",phone number,MOBILE,Optus,AUS,Co m e to our post office to get your delivery package.,,English,,,delivery,"authority,distraction"
"Sunday, 16 Oct • 08:17",phone number,BAD_FORMAT,,,"Estimado cliente: Su paquete esta listo para la entrega confirme el pago de aduanas de (1,79 €) en el siguiente enlace: <URL>",Dear customer: Your package is ready for delivery confirm customs payment of (1.79 €) in the following link: <URL>,Spanish,,,delivery,"authority,time/urgency"
Today 1:18 am,phone number,MOBILE,Telstra,AUS,You can ; track your order <URL>.u k/b/bm/2vu7.Ew&Nog-Xema ;,,English,,,delivery,"distraction,time/urgency"
17:13,phone number,MOBILE,Telfort,NLD,Je hebt een pakket: plan de bezorging voor de feestdagen,You have a package: schedule the delivery for the holidays,Dutch,,,delivery,time/urgency
"['Thursday 12:43 AM', 'Thursday 9:52 PM']",,,,,"['طر드ك حالياً RJ412830655SA محظور حالياً بواسطة خدماتنا لتسوية تكاليف الشحن. الفاتورة: دفع', 'طردك حالياً RJ412830655SA محظور حالياً بواسطة خدماتنا لتسوية تكاليف الشحن. الفاتورة: دفع', 'طردك حالياً RJ412830655SA محظور حالياً بواسطة خدماتنا لتسوية تكاليف الشحن. الفاتورة: دفع', 'طردك حالياً RJ412830655SA محظور حالياً بواسطة خدماتنا لتسوية تكاليف الشحن. الفاتورة: دفع']",Your current RJ412830655SA is currently banned through our services to equalize shipping charges. The bill: Pay,Arabic,,,delivery,"distraction,time/urgency"
Aujourd'hui 17:43,,,,,COLISSIMO: Votre colis à été retourné à l'expéditeur suite à une adresse incomplète. Veuillez confirmer les frais de port (4.99EUR).,COLISSIMO: Your package has been returned to the sender due to an incomplete address. Please confirm the shipping costs (4.99EUR).,French,,colissimo,delivery,"authority,distraction,time/urgency"
"Friday, Jun 12 - 6:03 PM",,,,,"Shipped: Your Amazon package with $103 loyalty reward will be delivered Sat, <DATE_TIME> <NAMED_ENTITY>.",,English,,Amazon,delivery,"authority,need and greed"
"Friday, November 18 6:38 AM",phone number,MOBILE,T-Mobile,USA,Your house number is incorrect and we cannot deliver your package. Modify the address so we can arrange delivery.,,English,,,delivery,"distraction,time/urgency"
1:06 PM,,,,,"Order no: 342
View bill: <URL>
ece3gbjI9nw999y
Review on:
<URL>
CODE=<US_BANK_NUMBER>
- McDonald's",,English,,mcdonalds,delivery,"authority,distraction"
,,,,,"CanadaPost: We tried delivering your parcel, but you weren't in or there was no safe place to leave it. A reschedule is required:",,English,,canadapost,delivery,"authority,time/urgency"
,,,,,Dear Customer: Your iPhone has been found. Check location at your mobile online here.,,English,,apple,delivery,"authority,time/urgency"
2:44,phone number,BAD_FORMAT,,,"[CORREOS]: Estimado cliente
Su paquete esta listo para la entrega, Confirme
el pago de aduanas de (1,79 €)
en el siguiente enlace: https://","[POST]: Dear client
Your package is ready for delivery, Confirm
the customs payment of (1.79 €)
on the following link: https://",Spanish,,Correos,delivery,"authority,time/urgency"
19:58,phone number,MOBILE,Vodafone,ESP,"DHL: Estimado cliente, Su paquete está listo para la entrega a la 20h00 Confirme el pago de aduanas 1,99€ en el siguiente enlace: <URL>","DHL: Dear customer, Your package is ready for delivery at 20h00 Confirm the customs payment of 1.99€ at the following link: <URL>",Spanish,tinyurl.com,DHL,delivery,"authority,time/urgency"
Today 14:00,phone number,BAD_FORMAT,,,Your parcel is waiting for delivery. Import fee due. Please confirm the settlement of 1.90 (EUR) on the following link: <URL>,,English,,post office,delivery,"authority,time/urgency"
Today 14:58,phone number,MOBILE,Telstra,AUS,<NAMED_ENTITY>:Your parcel is awaiting delivery. we need you to confirm payment (1.80 AUD) for receipt before <DATE_TIME>. <NAMED_ENTITY>,,English,t.co,aupost,delivery,"authority,time/urgency"
Today 4:01 pm,,,,,We missed you <DATE_TIME> on <DATE_TIME>. Please go to: <URL> to reschedule your delivery.,,English,,auspost,delivery,"authority,time/urgency"
oggi 10:54,,,,,Il tuo pacco è stato trattenuto presso il nostro centro di spedizione. <NAMED_ENTITY> istruzioni qui: <URL>,Your package was held at our shipping center. Please follow the instructions here: <URL>,Italian,,,delivery,"authority,time/urgency"
Yesterday · 11:17 AM,,,,,We're sorry about your experience with order <DATE_TIME> :( Use OZUQ51GYHH8U to get ₹140 worth of benefit on your next Zomato order. Valid till <DATE_TIME>.,,English,,zomato,delivery,"need and greed,time/urgency"
19/02/2022 18:43,,,,,"La Poste : Commande en attente : confirmation nécessaire, Un de vos colis se trouve dans la section ""en transit"" :","<NAMED_ENTITY> : Order waiting : confirmation needed, One of your packages is in the ""in transit"" section :",French,bit.ly,la poste,delivery,"authority,time/urgency"
"Sun, 6:11 pm",,,,,Thank you for placing FirstCry order number 20352690XVG148CDB8 please check mail,,English,,firstcry,delivery,distraction
8:11,phone number,BAD_FORMAT,,,"<NAMED_ENTITY> On <NAMED_ENTITY> blokkoltak. <NAMED_ENTITY>, frissitse cimet az uj kezbesiteshez a <URL> oldalon.",The delivery of your package has been blocked. Please update your address for the new delivery at <URL>,Hungarian,,,delivery,"distraction,need and greed,time/urgency"
16:35,,,,,"Debe pagar los gastos de entrega de su envio por valor de 2,99 euros de lo contrario procederemos a devolver el paquete al remitente","You must pay the delivery costs of your shipment amounting to 2.99 euros, otherwise we will proceed to return the package to the sender.",Spanish,,,delivery,time/urgency
13:45,phone number,BAD_FORMAT,,,<NAMED_ENTITY> a été envoyé. Veuillez le vérifier et le recevoir. http://rruhf.xp...,Your package has been sent. Please check it and receive it. http://rruhf.xp...,French,,,delivery,time/urgency
13:18,,,,,"Su paquete no pudo entregarse el 18/07 porque no se pararon <LOCATION> (1,99€) <NAMED_ENTITY>:","Your package could not be delivered on 18/07 because the customs fees (1,99 €) were not stopped. More data can be found here:",Spanish,,,delivery,time/urgency
58 min,,,,,"Notificacion de Correos España. Complete los gastos de gestion (1,79€) de su envio: <URL>",Notification from Correos Spain. Complete the management fees (1.79€) of your shipment: <URL>,Spanish,,Correos,delivery,"authority,distraction,time/urgency"
"Heute, 12:32",phone number,MOBILE,O2,DEU,<NAMED_ENTITY> rier ha 'wo4' t <NAMED_ENTITY> und @ en <URL>,The courier has not found you at home @ <URL>,German,,,delivery,"distraction,time/urgency"
,,,,,"Estimado cliente: Su paquete esta listo para la entrega. Confirme el pago de aduanas de (1,79 €) en el siguiente enlace:",Dear client: Your package is ready for delivery. Confirm the customs payment of (1.79 €) at the following link:,Spanish,,,delivery,time/urgency
15:52,phone number,MOBILE,Vodafone,ESP,"CORREOS: Su paquete no se pudo entregar porque no se han pagado las tasas de aduana (1,79 €), por favor confirme su pago para evitar retrasos:","CORREOS: Your package could not be delivered because the customs fees (1.79 €) have not been paid, please confirm your payment to avoid delays:",Spanish,t.co,Correos,delivery,"authority,time/urgency"
"Wednesday, 17 August 09:05",phone number,MOBILE,O2 (UK),GBR,Evri: We're unable to deliver your parcel <DATE_TIME>. To reschedule your delivery for a later date please visit:,,English,,evri,delivery,"distraction,time/urgency"
Hoy 15:31,phone number,MOBILE,Vodafone,ESP,"CORREOS :Su paquete ES73***34B esta listo pague los costos de envio (€2,99) para que se le entregue. <DATE_TIME> <NAMED_ENTITY>: <URL>","CORREOS :Your package ES73***34B is ready, pay the shipping costs (€2.99) to be delivered to you. <DATE_TIME> Find more data here: <URL>",Spanish,t.co,Correos,delivery,"authority,distraction,time/urgency"
"ayer, 15:03",phone number,MOBILE,Vodafone,ESP,"[<NRP>]: Su paquete no se puede entregar, no se han cobrado <LOCATION> (1.98€). Puede pagar en este enlace: <URL>","[<NRP>]: Your package cannot be delivered, customs duties have not been paid (1.98€). You can pay at this link: <URL>",Spanish,,seur,delivery,"authority,need and greed,time/urgency"
"1:21 pm, 3:02 pm",,,,,Your order will expire. Pay on time and get credit and a higher credit rating <URL> SAXONY TECHNOLOGIES PRIVATE LIMITED.,,English,bit.ly,saxony technologies private limited,delivery,time/urgency
"Wednesday, 22 June 17:45",,,,,"Teie pakk on jõudnud kohalikku postkontorisse, palun tasuge vajalikud tasud, et saaksime <NAMED_ENTITY>: <URL>","Your package has arrived at the local post office, please pay the necessary fees for us to deliver: <URL>",Estonian,,,delivery,time/urgency
41 min ago,,,,,"Your pack MT97____ is waiting for delivery. Please confirm 1,67 at the following link :",,English,,,delivery,time/urgency
10/02/2022 2:26 pm,,,,,"Cancelled: Sorry, since we were unable to pickup, your return request has been cancelled. For any related queries, please click here, <URL> - Team Myntra.",,English,,myntra,delivery,"authority,distraction,time/urgency"
"hoy, 14:32",phone number,MOBILE,Movistar,ESP,"[CORREOS]: Su paquete no ha podido ser entregado; no se han cobrado <LOCATION> (1,79€). Puede pagar en este enlace:",[MAIL]: Your package could not be delivered; customs fees have not been charged (1.79€). You can pay in this link:,Spanish,cutt.ly,Correos,delivery,"authority,time/urgency"
,,,,,"Estimado cliente, Su paquete esta listo para la entrega confirme el pago de aduanas de(1,79 €) en el siguiente enlace: https://","Dear customer, Your package is ready for delivery confirm customs payment of (1.79 €) at the following link: https://",Spanish,,,delivery,"authority,time/urgency"
21:40,phone number,MOBILE,Vodafone,ESP,"Estimado cliente: Su paquete esta listo para la entrega confirme el pago de aduanas de (1,79 €) en el siguiente enlace: <URL>",Dear customer: Your package is ready for delivery confirm the customs payment of (1.79 €) at the following link: <URL>,Spanish,,,delivery,"distraction,need and greed,time/urgency"
oggi 13:22,phone number,BAD_FORMAT,,,"<LOCATION>, si prega di verificare le sue credenziali per la consegna oggi, altrimenti il suo articolo sara restituito: <URL>","<LOCATION>, please verify your delivery credentials <DATE_TIME>, otherwise your item will be returned: <URL>",Italian,,,delivery,time/urgency
"Tuesday, 17 May 4:50 pm",,,,,"LK144650546AU The parcel is delivered abnormally, please reconfirm the address and contact information, otherwise we will return it:",,English,,,delivery,"distraction,time/urgency"
,phone number,MOBILE,Vodafone,ESP,"CORREOS:Estimado cliente,Su paquete no se puede entregar porque no se pagado <LOCATION> (1,79€).Siga las instrucciones:<URL>","POST OFFICE: Dear customer, Your package cannot be delivered because customs duties (1.79€) has not been paid. Follow the instructions: <URL>",Spanish,tinyurl.com,Correos,delivery,"authority,distraction,time/urgency"
Today 12:49,phone number,BAD_FORMAT,,,AN POST: Your package has a €1.90 unpaid fee. To pay this visit <URL> If this is not paid the package will be returned to sender.,,English,,an post,delivery,"authority,time/urgency"
"Today, 10:05 AM",,,,,Dear customer congratulations! Your order number Win the first prize that is{MAHINDRA XUV500}RS {<DATE_TIME>} in lucky draw from our {SHOPCLUES}online shopping .Registration charge{6500} WhatsApp no- {<UK_NHS>} Website { http:// <URL> } DAMOR,,English,,shopclues,delivery,"authority,need and greed,time/urgency"
18:29,,,,,"Pickup Rescheduled: Jamini Printed Bollywood Co... with tracking ID FMPR0331205241 from <URL> could not be picked up <DATE_TIME>. We will try again <DATE_TIME>. Click to give feedback: <URL> Ekart

Pickup Rescheduled: Jamini Printed Bollywood Co... with tracking ID FMPR0331196852 from <URL> could not be picked up <DATE_TIME>. We will try again <DATE_TIME>. Click to give feedback: <URL> Ekart",,English,,flipkart.com,delivery,"distraction,time/urgency"
16:17,,,,,Tienes (1) Paquete en espera de entrega. <LOCATION> tu código para rastrearlo y recibirlo,You have (1) Package waiting for delivery. Use your code to track and receive it,Spanish,,,delivery,"distraction,time/urgency"
"Heute, 17:42",phone number,MOBILE,Vodafone,DEU,Wann kommt mein Paket an?,When does my package arrive?,German,,,delivery,"distraction,time/urgency"
19:28,,,,,Váš balíček č. <NAMED_ENTITY> k dispozici : <URL>,Your package no. UZ0348000152Y is now available : <URL>,Czech,bit.ly,ceska posta,delivery,time/urgency
"Wednesday, 18 May",phone number,MOBILE,Optus,AUS,Co m e to our post office t o get your delivery package.,,English,,post office,delivery,"distraction,time/urgency"
lundi 10 janvier 2022 10:40,,,,,<NAMED_ENTITY> a été envoyé. Veuillez le vérifier et le recevoir.,Your package has been sent. Please check and receive it.,French,,,delivery,time/urgency
00:03,,,,,"Hallo , Ihr Paket steht <LOCATION>. <NAMED_ENTITY> hier: <URL>","Hello, your package is still pending. Confirm your details here: <URL>",German,,,delivery,"authority,distraction,time/urgency"
"Today, 08:58",phone number,VOIP,,CHL,Recordatorio para usted -Su paquete (FALBEL4051) sigue con nosotros. <NAMED_ENTITY> siga las instrucciones aqui:,Reminder for you - Your package (FALBEL4051) is still with us. See the details and follow the instructions here:,Spanish,,,delivery,"distraction,time/urgency"
Thursday 20:57,phone number,BAD_FORMAT,,,"Ihr Paket kann nicht zugestellt werden, <NAMED_ENTITY> (4.48 CHF) wurden nicht bezahlt: <URL>
Ihr Paket kann nicht zugestellt werden, <NAMED_ENTITY> (4.48 CHF) wurden nicht bezahlt: <URL>","Your package cannot be delivered, customs fees (4.48 CHF) have not been paid: <URL>
Your package cannot be delivered, customs fees (4.48 CHF) have not been paid: <URL>",German,,die post,delivery,"authority,time/urgency"
15:05,phone number,MOBILE,Vodafone,ESP,"[Correos]: Su paquete no ha podido ser entregado, porque no se han cobrado <LOCATION> (1,79€). Puede pagar en este enlace:","[Post]: Your package could not be delivered, because customs duties (1.79€) have not been paid. You can pay at this link:",Spanish,,Correos,delivery,"authority,distraction,time/urgency"
Today 11:35,phone number,BAD_FORMAT,,,AN POST: Your package has a €1.90 unpaid fee. To pay this visit <URL> If this is not paid the package will be returned to sender.,,English,,an post,delivery,"authority,time/urgency"
19:32,,,,,"DELIVERY CONFIRMATION
Expected delivery:
<DATE_TIME>
<DATE_TIME>
*Enter your contact information on the next page and pay the R 34.00 customs duty",,English,,,delivery,"authority,time/urgency"
14:10,phone number,MOBILE,Plus,POL,<LOCATION> paczka została wstrzymana <NRP> tytułu niedopłaty 2.50 PLN Przepraszamy za utrudnienia. Prosimy uregulować należność: <URL>,Your package has been held due to an underpayment of 2.50 PLN We apologize for the inconvenience. Please settle the amount due: <URL>,Polish,tinyurl.com,,delivery,"distraction,need and greed,time/urgency"
Today 05:54,phone number,VOIP,,ZAF,"Dear Bethuel, please confirm your credentials for <DATE_TIME>'s delivery, otherwise your package will be returned to the sender: <URL>",,English,,unknown,delivery,"distraction,need and greed,time/urgency"
,,,,,"Order Shipped:#<US_DRIVER_LICENSE> for Samsung Galaxy Z Fold 3 AU40824AA, Amount $1704 will be deducted from your card. Not you? Call Helpline <PHONE_NUMBER> immediately",,English,,samsung galaxy,delivery,"authority,time/urgency"
16:04,,,,,CONFORAMA : Merci pour votre commande ! Choisissez le créneau horaire pour votre livraison : <URL> (RDV modifiable jusqu'à <DATE_TIME> date planifiée),CONFORAMA: Thank you for your order! Choose the time slot for your delivery: <URL> (Appointment modifiable <DATE_TIME> before the scheduled date),French,,conforama,delivery,"authority,distraction,time/urgency"
8:35 PM,,,,,"We hate to keep you waiting. Unfortunately, it's taking us a bit longer due to heavy rush. <NAMED_ENTITY>'s Safe Delivery Expert will deliver your Order soon. Track your Order live here:<NAMED_ENTITY> cvb",,English,bit.ly,dominos,delivery,"authority,distraction,time/urgency"
